EntryNumber,AdID,FileName,StartDate,Time,Zone,EndDate,Impressions,Clicks,Spent,AdText,ImageText,HashTags,AdLandingPage,CustomIncludes,Junk,AT_Placements,AT_Age,AT_Location_Country,AT_Location_State,AT_Location_City,AT_Language,AT_Loose,AT_Gender,AT_PM_All,AT_PM_Behaviors,AT_PM_FieldOfStudy,AT_PM_Politics,AT_PM_Interests,AT_PM_FriendsOfConnections,AT_PM_MulticulturalAffinity,AT_PM_PeopleWhoLike,AT_PM_Industry,AT_PM_Employers,AT_AM_All,AT_AM_Interests,AT_AM_Politics,AT_AM_Behaviors,AT_AM_MulticulturalAffinity,AT_AM_Industry,AT_AM_Employers,AT_EC_All,AT_EC_ExcludePeopleWhoLike,AT_EC_ExcludePeopleWhoAreGoingTo,AT_EX_All,AT_EX_MulticulturalAffinity,AT_EX_Behaviors,avgWordLength,EntryNumber:1,BlackCulture,BCVal,BlueLives,BLVal,Christian,ChristianVal,Clinton,ClintonVal,LatinX,LatinXVal,Immigration,ImmigrationVal,Constitution,ConstitutionVal,WhiteSupremacy,WSVal,LGBTQ,LGBTQVal,LiberalFeminism,LFVal,Media,MediaVal,Muslim,MuslimVal,NativeAmerican,NAVal,Patriot,PatriotVal,RedPill,RPVal,Refugees,RefugeesVal,Sanders,SandersVal,SecondAmendment,SAVal,Seperatist,SeperatistVal,SouthernCulture,SCVal,Syria,SyriaVal,Texas,TexasVal,Trump,TrumpVal,Veterans,VeteransVal,otherCandidates,OCVal,voterFraud,VFVal,voterMisdirection,VMVal,voterTurnoutSuppression,VTSVal
752,817,P(1)0001481.txt,2016/01/14,09:34:14 AM,EST,,88,1,35,Newest news and videos for Black community! Stay together. like to join!, Suggested Page Williams&Kalvin Newest news and videos for Black community! Stay together. like to join! AIIIIIIIIIIII. Williams&Kalvin CommuMy .` Like Page 48.419 people like this.,,https://www.facebook.com/William sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: Black Tea Patriots. Black Knowledge. BlackNews.com. Black (Color) or HuffPost Black Voices,,,,Black Tea Patriots; Black Knowledge; BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Multicultural Affinity: African American(US),,,,African American(US),,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Multicultural Affinity: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),0,752,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,818,P(1)0001483.txt,2016/05/05,04:08:10 AM,EDT,2016/05/06_04:08:09_EDT,363,32,100,Jimmy Prude created delicious and healthy vegan cookies. He is a graduate of Howard University and he is challenging people to consider making a change in their food choices. to eat healthier and don't involve animals product in your food. Prude is another successful black business man that makes me feel so proud of black people! Keep it up. guys. we can change the world together!, Williams&Kalvin                                        A Like Page WEN Sponsorm N Jimmy Prude created delicious and heathy vegan cookies. He is a graduate of Howard University and he is challenging people to consider making a change in their food choices. to eat healthier and don't involve animals product in your food. Prude is another successful black business man that makes me feel so proud of black people! Keep it up. guys. we can change the world together! CHICAGO MAN MAKES VEGAN COOKIES THAT ARE SOLD IN WHOLE FOODS TELL ME ONCE AGAIN PEOPLE LAZY AND E9 H33l'iarc r Lommert 32592res i` Like       s comment       A Share,,https://www.facebook.comnViI iam sKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 51,United States,,,English (UK);  English (US),,,Interests: National Museum of American History. Maya Angelou. Mumia Abu-Jamal. The Raw Story or mother jones. Behaviors: African American (US),African American (US),,,National Museum of American Hist;y; Maya Angelou; Mumia Abu-Jamal; The Raw St;y ; mother jones;,,,,,,,,,,,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,753,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,820,P(1)0001485.txt,2016/01/14,09:34:13 AM,EST,,63,1,38.6,Newest news and videos for Black community! Stay together. like to join!, Suggested Page Williams&Kalvin WEH Sponsored Newest news and videos for Black community! Stay together. like to join! Williams&Kalvin Community                                                 JF Like Page 48.419 people like this.,,https://www.facebook.com/William sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,754,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,822,P(1)0001487.txt,2016/11/01,09:04:39 AM,EDT,,9015,443,798.52,The police are killing black people without a reason and no one can even indict them even if their guilt is evident. And how can we judge a killer cop if he uses a drone? Subscribe to our channel https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow my Facebook: https-//www.facebook.com/WilliamsandKalvin Follow me on Instagram: https://www.instagram.com/williams.and.kalvin Follow me on Twitter: https://twitter.com/Williams8kalvin," Williams&Kelvin                                           Jr Like Page WEN Sponsored %+ x ""- The police are killing black people without a reason and no one can even indict them even if their guilt is evident. And how can we judge a killer cop if he uses a drone? Subscribe to our channel: https://www.youtube.com/channel/UCSbzPCwU DPvDC R6V RaOcDtg Follow my Facebook: https://www.facebook.com/WilliamsandKalvin... See More 68 Reactions 8 Comments 49 Shares Ii Like       * comment         A Share",,https://www.facebook.com/WilliamsKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 50,United States,,,,,,United States Interests: Martin Luther King. Jr.. African-American Civil Rights Movement (1954-68). African-American history or Malcolm X,,,,Martin Luther King; Jr.; African-American Civil Rights Movement (1954-68); African-American hist;y ; Malcolm X,,,,,,,,,,,,,,,,,,,0,755,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,825,P(1)0001493.txt,2016/01/14,09:32:24 AM,EST,,138,4,68.81,We're black and We're proud of it! Join to understand how beautiful we are!, Suggested Page William &IKalvin WEH Sponsored We're black and We're proud of ill Join to understand how beautiful we are! Williams&Kalvin Community                                                  i Luke Pic e 48.419 people like this.,,https://www.facebook.com/William sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,758,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,826,P(1)0001495.txt,2016/03/24,09:22:02 AM,EDT,2016/03/25_09:22:01_EDT,0,0,0,It is so disheartening knowing that people are put behind bars because they failed to settle a fine. Most people are jailed because one way or the other there was no money to do what was necessary at a particular time even though they were innocent. Prosecutors have developed this platform as a gold mine. extracting huge sum of money from civilians. You can be put behind bars if you fail to comply with the demands. Suddenly one's life becomes tattered when jail comes in. because there is no freedom of making a better living. Federal prosecutors should shake up and hold judges and all these people who take advantages of people by making them pay huge sums of money or put someone behind bars because he/she couldn't pay a fine. Follow my Facebook: https://www.facebook.comnViIliamsandKalvin Subscribe to my YouTube Channel: https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow me on Twitter: https://twitter.comnVilliams8kalvin, Williams&Kaivin                                       Ar Like Page WEK Sponsored - 0 V T` It is so disheartening knowing that people are put behind bars because they failed to settle a fine. Most people are jailed because one way or the other there was no money to do what was necessary at a particular time even though they were innocent. Prosecutors have developed this platform as a gold mine. extracting huge sum of money from civilians. You can be put behind bars if you fail to comply with the demands. Suddenly one's life becomes tattered when jail comes in. beca... See More 3 Reactions 1 Share liliff Like   * Comment       A Share,,https://www.facebook.comnWiI liam sKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 51,United States,,,English (UK);  English (US),,,Interests: National Museum of American History. Maya Angelou. Mumia Abu-Jamal. The Raw Story or mother jones. Behaviors: African American (US),African American (US),,,National Museum of American Hist;y; Maya Angelou; Mumia Abu-Jamal; The Raw St;y ; mother jones;,,,,,,,,,,,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,827,P(1)0001497.txt,2016/01/14,09:33:15 AM,EST,,27,0,0,It's time for changes in Black Community! Stay together brother let us be together here!, Suggested Page Williams&Kalvin WEH S pons.o red It's time for changes in Black Community! Stay together brother let us be together here! Williams&Kalvin Community 48.419 people like this.,,https://www.facebook.comnVilliam sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,760,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,829,P(1)0001499.txt,2016/01/14,09:31:12 AM,EST,,78,2,35,Community about black social and racial issues! Like to subscribe!, Suggested Page Williams&Kelvin WEH Sponsored Community about black social and racial issues! Like to subscribe! Williams&Kelvin Community                                                 jdF Like Page 48.419 people like this.,,https://www.facebook.comNVilliam sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,761,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,830,P(1)0001501.txt,2016/03/11,03:38:58 AM,EST,2016/03/13_04:38:57_EDT,4234,416,533.47,"Ku Klux Klan is a movement in the United States that have advocated through terrorism for white supremacy. white nationalism and anti-immigration. They normally aimed at groups whom they opposed. The Klan held an anti- immigration rally on Saturday. They got surrounded by group of protestors who beat and kicked them violently. On Monday evening. a crowd of civil right protesters gathered for a vigil against Ku Klux Klan. It was a march where the protesters carried signs that had the inscription ""Power through Peace"". This march was an intended peaceful march which was meant to bring peace and unity. Subscribe to my Channel: https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow me on Twitter: https://twitter.com/Williams8kalvin"," Williams&Kelvin                                       Ilk   Like Page WEN Sponsored ik~ I it- Ku Klux Klan is a movement in the United States that have advocated through terrorism for white supremacy. white nationalism and anti- immigration. They normally aimed at groups whom they opposed. The Klan held an anti-immigration rally on Saturday. They got surrounded by group of protestors who beat and kicked them violently. On Monday evening. a crowd of civil right protesters gathered for a vigil against Ku Klux Klan. It was a march where the protesters carried signs that had the inscription ""Power through Peace"". This march was an intended peaceful march which was meant to bring peace and unity. Subscribe to my Channel: https://www.youIube.corn/channeIIUCSbzPCwUDPvDCR6VRaOcDtg Follow me on Twitter: https:lltwitter.com/Williams8kalvin 17 Likes 1 Comment 12 Shares idr Like      * Comment        A Share",,https://www.facebook.comNViIIiamsandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,English (UK);  English (US),,,Behaviors: African American (US),African American (US),,,,,,,,,Interests: BlackNews.com. HuffPost Politics or HuffPost Black Voices,BlackNews.com. HuffPost Politics or HuffPost Black Voices,,,,,,,,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,762,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,831,P(1)0001503.txt,2016/01/14,09:33:15 AM,EST,,47,0,0,It's time for changes in Black Community! Stay together brother let us be together here!,Suggested Page Williams&Kalvin It's time for changes in Black Community! Stay together brother let us be together here! Williams&Kalvin Community                                                  i` Like Page 48.419 people like this.,,https://www.facebook.comnVilliam sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: Black Tea Patriots. Black Knowledge. BlackNews.com. Black (Color) or HuffPost Black Voices,,,,Black Tea Patriots; Black Knowledge; BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Multicultural Affinity: African American(US),,,,African American(US),,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Multicultural Affinity: Hispanic(US -All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),Hispanic(US -All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),Hispanic(US -All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual) or Asian American (US),0,763,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,836,P(1)0001507.txt,2016/01/14,09:32:30 AM,EST,,37,0,0,We're black and We're proud of it! Join to understand how beautiful we are!, Suggested Page Williams&Kelvin WEH Sponsored We're black and We're proud of ill Join to understand how beautiful we are! Williams&Kalvin Community                                                 .dr Like Page 48.419 people like this.,,https://www.facebook.com/William sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,765,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,838,P(1)0001511.txt,2016/02/11,03:13:04 AM,EST,2016/02/12_03:13:04_EST,1948,88,500,Police Officer Robert Rialmo's attorney. Joel Brodsky. says that he will be filing a counterclaim against the estate of Quintonio LeGrier on the grounds of assault and emotional distress. This is how it looks like when A White Police kills a black Civiliian. and also feels it's his right to sue the dead because sympathizers gave him a sleepless night. If it was lawful to kill Quintonio LeGrier because he was in abnormal state of mind according to the cops. then we ask. how about the shooting of Bettie Jones? The story is always rewritten and painted when it comes to dealing with race. Racial disparity and segregation cannot be overlooked in America. There is too much level of inhumanity. The cops still things it wasn't enough killing a mentally disordered and an innocent woman. He still has the balls to sue even the dead. This is what living in America is like. if you are black., Williams&Kelvin                                         Ilk Like Page WEN Sponsored %+ r W' Police Officer Robert Rialmo's attorney. Joel Brodsky. says that he will be filing a counterclaim against the estate of Quintonio LeGrier on the grounds of assault and emotional distress. This is how it looks like when A White Police kills a black Civiliian. and also feels it's his right to sue the dead because sympathizers gave him a sleepless night. If it was [awful to kill Quintonio LeGrier because he was in abnormal state of mind according to the cops. then we ask. how ab... Seep More 3 Likes 5 Shares ii Like       * Comment       A Share,,https://www.facebook.comnWiiI iam sand Kalvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 65+,United States,,,,,,People who like Williams&Kalvin. Friends of connections: Friends of people who are connected to Williams&Kalvin,,,,,Friends of people who are connected to Williams&Kalvin,,Williams&Kalvin.,,,,,,,,,,,,,,,,0,767,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,840,P(1)0001513.txt,2016/01/14,09:31:05 AM,EST,,30,0,0,Community about black social and racial issues! Like to subscribe!, Suggested Page Williams&Kalvin WEH Sponsored Community about black social and racial issuesl Like to subscribe! Williams&Kalvin Community                                                 i Luke Pic e 48.419 people like this.,,https://www.facebook.comNVilliam sandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 45,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. Black (Color) or HuffPost Black Voices,,,,BlackNews.com; Black (Col;) ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,768,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,842,P(1)0001515.txt,2016/03/17,08:33:38 AM,EDT,2016/03/20_08:33:37_EDT,5392,438,763.95,A young black guy who was mentally disabled decided to end his life. but will only do that by making the cops kill him. This is absolutely insane in the highest order. He took a gun and ordered his other two brothers to take a video of the whole incident. Michael Ford. at the police vicinity opened fire and got the cop's attention. The filming was still in process as he commanded. The first cops who appeared fired back and almost immediately ended up drawing fire. He gave the other officer a chance to get into position when he opened fire. It's quite not understandable why his own cop shot him and shot the mentality ill man too. This is a good example of sick reality too. Is there any explanation why cops have started shooting each other? Follow my Facebook: https://www.facebook.comnViIliamsandKalvin Subscribe to my YouTube Channel: https://www.youtube.com/channel/UCSbzPCwUDPvDCR6VRaOcDtg Follow me on Twitter: https://twitter.comnVilliams8kalvin, Williams&IKalvin                                       lir Like Page WEN Sponsored - 0 A young black guy who was mentally disabled decided to end his life. but will only do that by making the cops kill him. This is absolutely insane in the highest order. He took a gun and ordered his other two brothers to take a video of the whole incident. Michael Ford. at the police vicinity opened fire and got the cop's attention. The filming was still in process as he commanded. The first cops who appeared fired back and almost immediately ended up drawing fire. He gave the... See More 2 Likes 3 Shares ii Like       1p Comment      A Share,,https://www.facebook.com/WiIIiamsandKaIvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 51,United States,,,English (UK);  English (US),,,Interests: National Museum of American History. Maya Angelou. Mumia Abu-Jamal. The Raw Story or mother jones. Behaviors: African American (US),African American (US),,,National Museum of American Hist;y; Maya Angelou; Mumia Abu-Jamal; The Raw St;y ; mother jones;,,,,,,,,,,,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,769,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,847,P(1)0001517.txt,2016/01/05,05:03:13 AM,EST,2016/01/08_05:03:12_EST,0,0,0,Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don't want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it!," Williams&Kalvin                                      Ar Like Page WER y Sz: Sponsored - 0 Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don`t want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it! A -M qo D0 ~ 8.11"".                                 SS X        ~ ` 1   _   f' > Y       j vita d'Waiii 21 Likes 7 Shares Ii Like       * Comment       /0 Share",,https://www.facebook.comNViIliamsKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 54,United States,,,,,,United States Interests: BlackNews.com. HuffPost Politics or HuffPost Black Voices,,,,BlackNews.com; HuffPost Politics ; HuffPost Black Voices,,,,,,,,,,,,,,,,,,,0,770,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,848,P(1)0001519.txt,2016/01/05,05:06:20 AM,EST,2016/01/08_05:03:12_EST,6280,231,1000,Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don't want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it!, Williams&Kalvin                                      Ar Like Page WER y Sz: Sponsored - 0 Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don`t want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it! PI 0                                      SS X          ~ ` 1     _   f' > Y           j a d~W&aiii 21 Likes 7 Shares Ii Like       * Comment           /0 Share,,https://www.facebook.comNVilliamsKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevicesAccessingFacebook_:Wi-Fi,18 _ 54,United States,,,English (UK);  English (US),,,Interests: BlackNews.com. HuffPost Politics or HuffPost Black Voices,,,,BlackNews.com; HuffPost Politics ; HuffPost Black Voices,,,,,,Behaviors: African American (US),,,African American (US),,,,,,,,,,0,771,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,849,P(1)0001521.txt,2016/01/19,06:45:52 AM,EST,2016/01/08_05:03:12_EST,0,0,0,Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don't want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it!," Williams&Kalvin                                      Ar Like Page WER y Sz: Sponsored - 0 Why don't american cops realize that being black is not a crime? African american kids are being shot only for playing with toy guns... How is it possible? Where is the justice? Our Government is blind. they simply don`t want to pay attention to this legalized homicide of own people... This is crazy! We must speak about it! A -M qo D0 ~ 8.11"".                                 SS X        ~ ` 1   _   f' > Y       j vita d'Waiii 21 Likes 7 Shares Ii Like       * Comment       /0 Share",,https://www.facebook.comNVilliamsKalvin-788980617892144/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevicesAccessingFacebook_:Wi-Fi,18 _ 54,United States,,,English (UK);  English (US),,,Behaviors: African American (US),African American (US),,,,,,,,,Interests: BlackNews.com. HuffPost Politics or HuffPost Black Voices,BlackNews.com. HuffPost Politics or HuffPost Black Voices,,,,,,,,,,,,0,772,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,851,P(1)0001525.txt,2016/02/16,04:44:32 AM,EST,2016/02/18_04:44:32_EST,12482,295,2000,Hi my people! Many of you write to me asking. why most of my videos are so negative and depressive. And that's true. I used to talk about really sad things. But today I'm gonna have some fun., Williams&Kelvin                                      rdr Like Page WEN Sponsored %+ V fl- Hi my people! Many of you write to me asking. why most of my videos are so negative and depressive. And that's true. I used to talk about really sad things. But today I'm gonna have some fun. 13 Likes 1 Gomment 3 Shares I` Like       * Comment       o+ Share,,https://www.facebook.comNViIIiamsandKalvin/,,,NewsFeed_desktopcomputers; NewsFeed_mobiledevices,18 _ 51,United States,,,English (UK);  English (US),,,Interests: National Museum of American History. Maya Angelou. Mumia Abu-Jamal. The Raw Story or mother jones. Behaviors: African American (US),African American (US),,,National Museum of American Hist;y; Maya Angelou; Mumia Abu-Jamal; The Raw St;y ; mother jones;,,,,,,,,,,,,,Exclude people who like Williams&Kalvin,Williams&Kalvin,,Behaviors: Hispanic(US - All). Hispanic(US - Spanish dominant). Hispanic(US - English dominant). Hispanic(US - Bilingual: English and Spanish) or Asian American (US),,,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
